'Index';'Force [N]';'Crosshead [mm]';'epsXX [%]';'epsYY [%]'
76;1506.729126;0.450602;-0.000355;0.061523
77;1514.411926;0.457010;-0.002835;0.060529
78;1525.939941;0.461807;-0.000734;0.062247
79;1537.460327;0.471420;-0.001038;0.062904
80;1547.706604;0.476217;-0.000153;0.063302
81;1560.516357;0.484228;-0.003650;0.063745
82;1572.044373;0.490627;-0.000866;0.063808
83;1583.572388;0.498629;-0.001586;0.063464
84;1595.092773;0.505037;-0.001514;0.064331
85;1600.219727;0.509834;-0.001286;0.065080
86;1613.021851;0.519447;-0.001679;0.064940
87;1619.430542;0.522642;0.001649;0.065876
88;1628.395081;0.530653;-0.003250;0.066496
89;1637.359619;0.538654;-0.001733;0.066241
90;1645.042419;0.543461;-0.000066;0.067438
91;1654.006958;0.549860;0.002561;0.067705
92;1664.253235;0.557861;-0.003743;0.066374
93;1673.217773;0.564270;-0.002507;0.067813
94;1686.027527;0.570669;-0.001981;0.068666
95;1696.273804;0.577078;0.002233;0.068771
96;1709.075928;0.585079;0.000614;0.069746
97;1720.603943;0.588284;-0.001801;0.068472
98;1738.533020;0.596285;-0.002615;0.068722
99;1761.589050;0.602694;0.001722;0.071604
100;1782.081604;0.609093;0.000311;0.073868
101;1800.010681;0.617094;-0.001588;0.073592
102;1815.376282;0.625105;-0.000821;0.074096
103;1828.186035;0.629902;-0.000511;0.074011
104;1839.714050;0.636311;-0.000756;0.074168
105;1851.242065;0.644312;-0.001011;0.075565
106;1864.044189;0.649118;-0.000072;0.076041
107;1878.135681;0.655518;-0.002496;0.075918
108;1892.219543;0.665121;-0.000581;0.076051
109;1908.874512;0.669928;-0.000592;0.075942
110;1921.676636;0.679531;-0.002199;0.077558
111;1937.049866;0.682735;0.000571;0.078371
112;1952.415466;0.690737;0.001630;0.079736
113;1966.506958;0.697145;-0.001428;0.079876
114;1979.309082;0.703545;-0.000171;0.080501
115;1994.682312;0.711555;0.000923;0.081442
116;2007.484436;0.717955;0.001670;0.081688
117;2022.857666;0.724354;0.001945;0.083082
118;2035.659790;0.730762;-0.002277;0.082716
119;2048.469543;0.737162;-0.001231;0.082365
120;2062.553406;0.745173;-0.000181;0.083686
121;2079.208374;0.749969;0.000196;0.084744
122;2094.573975;0.756378;-0.000289;0.084863
123;2111.221313;0.764380;0.000533;0.086053
124;2129.158020;0.770788;0.000201;0.086119
125;2147.087097;0.777187;-0.001917;0.086973
126;2165.016174;0.785189;-0.001061;0.088329
127;2184.226990;0.791597;-0.000394;0.087811
128;2203.437805;0.797997;0.002605;0.089160
129;2223.930359;0.804405;-0.002659;0.089933
130;2241.859436;0.810804;-0.002744;0.089412
131;2261.070251;0.818815;-0.000332;0.091291
132;2282.836914;0.823612;0.002105;0.092039
133;2303.329468;0.830021;-0.005467;0.093032
134;2322.540283;0.836420;-0.000764;0.093317
135;2343.032837;0.842829;0.000698;0.092909
136;2362.243652;0.850830;0.000647;0.095376
137;2382.736206;0.855627;-0.000962;0.095717
138;2403.228760;0.863638;-0.000349;0.097701
139;2421.157837;0.871639;-0.000068;0.097951
140;2442.932129;0.878048;-0.001156;0.098918
141;2464.698792;0.884447;-0.002253;0.098959
142;2483.909607;0.890856;-0.000078;0.099360
143;2504.402161;0.898857;-0.002448;0.100841
144;2527.458191;0.903654;-0.001978;0.101314
145;2546.669006;0.910063;0.000514;0.103201
146;2567.161560;0.918064;0.002936;0.104476
147;2588.928223;0.922871;-0.002436;0.104062
148;2610.702515;0.929270;-0.001035;0.103947
149;2633.758545;0.937281;-0.001009;0.106031
150;2654.251099;0.945282;0.005006;0.108102
151;2676.017761;0.951681;0.003150;0.107090
152;2697.792053;0.956488;-0.000074;0.108799
153;2719.566345;0.964489;0.000824;0.109579
154;2742.614746;0.970898;-0.001176;0.110906
155;2764.389038;0.975695;-0.000396;0.112561
156;2787.445068;0.983706;0.002325;0.110437
157;2810.493469;0.991707;-0.003949;0.110416
158;2832.267761;0.998116;-0.005467;0.113732
159;2856.597900;1.004515;-0.004395;0.113992
160;2879.653931;1.010923;-0.002015;0.114422
161;2901.428223;1.018925;-0.004088;0.115211
162;2927.040100;1.025324;0.001115;0.116841
163;2948.814392;1.033335;-0.001134;0.117821
164;2973.144531;1.038132;-0.002090;0.118611
165;2993.637085;1.044540;-0.003451;0.119879
166;3017.974854;1.050940;-0.004915;0.120733
167;3042.304993;1.058941;-0.002892;0.121202
168;3064.079285;1.062145;-0.001024;0.122103
169;3089.691162;1.071749;-0.001377;0.122925
170;3114.028931;1.076555;-0.001841;0.124429
171;3137.077332;1.084557;-0.005723;0.125079
172;3161.415100;1.090965;-0.001644;0.126712
173;3185.745239;1.095762;-0.003005;0.126837
174;3208.801270;1.103773;-0.000200;0.129421
175;3231.849670;1.110172;-0.002190;0.131659
176;3257.469177;1.116581;-0.001105;0.129970
177;3284.362793;1.122980;-0.002570;0.133149
178;3308.692932;1.130981;-0.005182;0.131303
179;3331.748962;1.137390;-0.001400;0.135325
180;3357.360840;1.143789;-0.002822;0.134040
181;3380.416870;1.150198;-0.001934;0.133769
182;3406.028748;1.158199;-0.003428;0.133515
183;3432.922363;1.164608;-0.003085;0.138176
184;3457.260132;1.171007;-0.001306;0.136353
185;3481.590271;1.175814;-0.002885;0.137848
186;3508.483887;1.183815;-0.002790;0.137501
187;3531.539917;1.191816;-0.000941;0.140788
188;3558.433533;1.196623;0.000648;0.139289
189;3582.771301;1.203022;-0.003615;0.142147
190;3608.383179;1.211033;-0.005605;0.144161
191;3632.713318;1.217432;-0.000092;0.143235
192;3659.614563;1.227036;-0.004488;0.144926
193;3683.944702;1.230240;-0.005283;0.145743
194;3709.556580;1.238251;-0.004359;0.147798
195;3735.176086;1.244650;0.002380;0.148403
196;3760.787964;1.251049;-0.007673;0.148899
197;3787.681580;1.259060;-0.000940;0.150949
198;3814.575195;1.265459;-0.003417;0.152086
199;3837.631226;1.270266;-0.002386;0.152444
200;3863.243103;1.278267;-0.005317;0.153283
201;3890.136719;1.283073;-0.006268;0.153237
202;3917.037964;1.292677;-0.008187;0.153168
203;3943.931580;1.297483;-0.004592;0.155209
204;3970.825195;1.303883;-0.005181;0.157217
205;3996.437073;1.310282;-0.001587;0.157205
206;4023.338318;1.316690;-0.001613;0.158292
207;4050.231934;1.323090;-0.009084;0.156001
208;4075.843811;1.332703;-0.004122;0.160995
209;4102.737427;1.335897;-0.002327;0.162187
210;4129.631042;1.343908;-0.002566;0.163862
211;4156.532288;1.351910;-0.004978;0.164949
212;4182.144165;1.356716;-0.004548;0.165480
213;4210.319519;1.364717;-0.004715;0.166129
214;4237.213135;1.369524;-0.006415;0.166751
215;4265.388489;1.379128;-0.004042;0.168146
216;4291.007996;1.383924;-0.009309;0.167004
217;4319.183350;1.390333;-0.005194;0.170783
218;4346.076965;1.396732;-0.002854;0.172784
219;4372.970581;1.404743;-0.009080;0.172381
220;4399.864197;1.411142;-0.006492;0.174046
221;4426.757812;1.417551;-0.003712;0.174696
222;4457.496643;1.425552;-0.005255;0.178555
223;4480.552673;1.431952;-0.006257;0.177075
224;4510.009766;1.436758;-0.002547;0.177149
225;4535.621643;1.444759;-0.001418;0.179097
226;4563.796997;1.452770;-0.010445;0.178218
227;4591.972351;1.455965;-0.008281;0.179334
228;4618.865967;1.463976;-0.002303;0.182356
229;4647.041321;1.468773;-0.007435;0.181682
230;4677.780151;1.479979;-0.008911;0.184328
231;4703.392029;1.486387;-0.005129;0.185264
232;4730.293274;1.489582;-0.008420;0.186114
233;4761.024475;1.495991;-0.007486;0.187467
234;4786.643982;1.505594;-0.006777;0.187896
235;4816.101074;1.512003;-0.006753;0.190380
236;4842.994690;1.516800;-0.005512;0.191275
237;4872.451782;1.523209;-0.005963;0.191083
238;4899.345398;1.531210;-0.005717;0.193187
239;4927.520752;1.534414;-0.006607;0.193924
240;4956.977844;1.540813;-0.005762;0.195002
241;4985.153198;1.548824;-0.006440;0.196098
242;5014.610291;1.555223;-0.004394;0.197207
243;5042.785645;1.563225;-0.004726;0.197836
244;5070.960999;1.569633;-0.007373;0.198376
245;5099.136353;1.576033;-0.008859;0.199517
246;5128.593445;1.582441;-0.007287;0.200881
247;5158.050537;1.588840;-0.006463;0.202106
248;5187.507629;1.596851;-0.001315;0.203490
249;5215.682983;1.603251;-0.005196;0.203619
250;5246.421814;1.608057;-0.008561;0.204837
251;5274.597168;1.614456;-0.004098;0.207882
252;5304.054260;1.622458;-0.008520;0.207548
253;5333.511353;1.627264;-0.008694;0.209286
254;5362.968445;1.636868;-0.007314;0.210829
255;5392.417908;1.643276;-0.006533;0.211881
256;5421.875000;1.651278;-0.008501;0.212896
257;5451.332092;1.657677;-0.002555;0.212847
258;5482.070923;1.662483;-0.008924;0.213241
259;5510.246277;1.670485;-0.006552;0.215366
260;5539.703369;1.676893;-0.007186;0.217452
261;5571.723938;1.683292;-0.007861;0.218025
262;5599.899292;1.689701;-0.007503;0.218756
263;5629.356384;1.696100;-0.007081;0.220018
264;5660.087585;1.702509;-0.005775;0.222282
265;5689.544678;1.710510;-0.008963;0.225053
266;5720.283508;1.718512;-0.007593;0.220425
267;5749.740601;1.724920;-0.001544;0.223765
268;5779.197693;1.729717;-0.010752;0.224853
269;5807.373047;1.737728;-0.009172;0.226250
270;5839.393616;1.744127;-0.009434;0.227240
271;5870.132446;1.750536;-0.009640;0.229404
272;5900.863647;1.756935;-0.006320;0.231287
273;5932.884216;1.764936;-0.005072;0.232308
274;5961.059570;1.771345;-0.005223;0.234162
275;5991.798401;1.774549;-0.008189;0.234074
276;6022.537231;1.780949;-0.007623;0.235605
277;6050.712585;1.788950;-0.007629;0.236382
278;6080.169678;1.795359;-0.008293;0.238201
279;6112.182617;1.803360;-0.009351;0.239483
280;6142.921448;1.809769;-0.007866;0.239557
281;6173.660278;1.817770;-0.013351;0.240340
282;6205.673218;1.822577;-0.007983;0.241793
283;6235.130310;1.830578;-0.008304;0.242578
284;6267.150879;1.835384;-0.008281;0.244844
285;6297.889709;1.843386;-0.007608;0.245172
286;6327.346802;1.852989;-0.011080;0.245606
287;6359.359741;1.854591;-0.010873;0.247195
288;6391.380310;1.862593;-0.007888;0.245851
289;6420.837402;1.870604;-0.007744;0.249195
290;6451.576233;1.878605;-0.012506;0.250929
291;6482.315063;1.883411;-0.011454;0.252290
292;6515.609741;1.889811;-0.008937;0.254387
293;6546.348572;1.896210;-0.010127;0.255097
294;6575.805664;1.904221;-0.012887;0.255261
295;6607.818604;1.910620;-0.010812;0.257106
296;6641.120911;1.917028;-0.007562;0.258474
297;6670.578003;1.923428;-0.005208;0.260352
298;6700.035095;1.931438;-0.010758;0.260893
299;6733.329773;1.937838;-0.012977;0.262629
300;6762.786865;1.944237;-0.012402;0.260729
301;6794.807434;1.952248;-0.007173;0.263872
302;6828.102112;1.957045;-0.011447;0.264721
303;6857.559204;1.965055;-0.004315;0.268062
304;6892.143250;1.971455;-0.007511;0.267958
305;6922.882080;1.979465;-0.010615;0.269073
306;6953.613281;1.984262;-0.005894;0.270075
307;6986.915588;1.990671;-0.011441;0.271341
308;7017.654419;1.998672;-0.011341;0.272005
309;7049.667358;2.005072;-0.007511;0.273714
310;7082.969666;2.009878;-0.010813;0.274250
311;7114.982605;2.016277;-0.011412;0.276396
312;7147.003174;2.024288;-0.012567;0.277536
313;7179.023743;2.029085;-0.012435;0.278615
314;7209.762573;2.037096;-0.005876;0.280276
315;7243.057251;2.041893;-0.009915;0.281102
316;7275.077820;2.051506;-0.014256;0.280763
317;7307.090759;2.057905;-0.010176;0.281972
318;7339.111328;2.064304;-0.008872;0.284389
319;7372.413635;2.070713;-0.009443;0.286092
320;7405.708313;2.077112;-0.014729;0.283252
321;7436.447144;2.083521;-0.008001;0.287325
322;7468.460083;2.089920;-0.011287;0.288109
323;7500.480652;2.096329;-0.012211;0.289508
324;7532.501221;2.104330;-0.008511;0.291495
325;7565.795898;2.110739;-0.007909;0.291999
326;7599.098206;2.117138;-0.009494;0.293302
327;7631.111145;2.125139;-0.010517;0.294928
328;7663.131714;2.131548;-0.014001;0.296195
329;7696.434021;2.137947;-0.010799;0.297812
330;7728.446960;2.144356;-0.012489;0.298828
331;7761.749268;2.150755;-0.015636;0.301149
332;7792.488098;2.158766;-0.013147;0.300989
333;7827.064514;2.163563;-0.012698;0.302265
334;7860.366821;2.173166;-0.009691;0.304274
335;7893.661499;2.177973;-0.013036;0.304086
336;7925.682068;2.185974;-0.008630;0.305807
337;7960.258484;2.192383;-0.007864;0.307553
338;7992.279053;2.198782;-0.011760;0.309439
339;8025.573730;2.205191;-0.011711;0.310544
340;8058.876038;2.211590;-0.009343;0.311175
341;8090.888977;2.217999;-0.011861;0.312250
342;8124.191284;2.226000;-0.010012;0.313859
343;8156.211853;2.232399;-0.010791;0.314610
344;8189.506531;2.237206;-0.012789;0.315805
345;8221.527100;2.245207;-0.016830;0.316165
346;8254.821777;2.250013;-0.010508;0.318321
347;8289.405823;2.256413;-0.011308;0.318906
348;8320.137024;2.264423;-0.012939;0.320745
349;8354.721069;2.270823;-0.014801;0.322060
350;8388.015747;2.277231;-0.009525;0.324707
351;8418.754578;2.283630;-0.010877;0.324166
352;8453.338623;2.290039;-0.011154;0.327832
353;8486.633301;2.298040;-0.012336;0.327754
354;8518.653870;2.302837;-0.012940;0.327228
355;8553.230286;2.310848;-0.012154;0.329205
356;8586.532593;2.315645;-0.010983;0.330542
357;8619.827271;2.323656;-0.015366;0.330795
358;8654.411316;2.330055;-0.015900;0.331170
359;8686.424255;2.339659;-0.019858;0.331288
360;8719.726562;2.346067;-0.012196;0.337243
361;8755.584717;2.350864;-0.017142;0.336029
362;8786.323547;2.357273;-0.015548;0.336183
363;8822.181702;2.365274;-0.014413;0.340294
364;8855.484009;2.371683;-0.010673;0.342764
365;8888.778687;2.376480;-0.016336;0.341738
366;8920.799255;2.384491;-0.012738;0.343255
367;8955.375671;2.390890;-0.012371;0.344027
368;8988.677979;2.398891;-0.015640;0.345362
369;9024.536133;2.405300;-0.013847;0.346381
370;9056.556702;2.411699;-0.008203;0.348997
371;9088.569641;2.418108;-0.014640;0.348824
372;9124.427795;2.426109;-0.014341;0.350294
373;9159.011841;2.432518;-0.013960;0.351587
374;9192.306519;2.438917;-0.015347;0.352676
375;9224.327087;2.445326;-0.014280;0.353884
376;9261.466980;2.451725;-0.006261;0.356604
377;9294.769287;2.459726;-0.017408;0.356209
378;9326.782227;2.466135;-0.003985;0.356422
379;9362.648010;2.472534;-0.010334;0.359541
380;9397.224426;2.480545;-0.008654;0.361413
381;9429.244995;2.483740;-0.019729;0.361789
382;9463.821411;2.491751;-0.014041;0.362592
383;9497.116089;2.496548;-0.013654;0.364639
384;9532.981873;2.504559;-0.015536;0.365634
385;9566.276550;2.510958;-0.014609;0.366774
386;9599.578857;2.517366;-0.015537;0.367100
387;9634.155273;2.523766;-0.015903;0.369933
388;9671.295166;2.530165;-0.013569;0.368325
389;9703.315735;2.538176;-0.015597;0.371720
390;9739.173889;2.544575;-0.016184;0.372107
391;9772.476196;2.550983;-0.016813;0.373519
392;9805.770874;2.557383;-0.012855;0.375738
393;9841.629028;2.563791;-0.015077;0.376836
394;9876.213074;2.570190;-0.015974;0.379335
395;9910.789490;2.578192;-0.015935;0.380117
396;9945.373535;2.586203;-0.015522;0.380071
397;9981.231689;2.592602;-0.014844;0.382188
398;10014.526367;2.599010;-0.014689;0.383760
399;10049.110413;2.605410;-0.015281;0.384340
400;10082.405090;2.611818;-0.016253;0.386078
401;10116.989136;2.618217;-0.013236;0.386699
402;10151.565552;2.624626;-0.014586;0.387741
403;10186.141968;2.632627;-0.013806;0.389114
404;10220.726013;2.639027;-0.015386;0.390059
405;10255.302429;2.647038;-0.013684;0.392499
406;10289.886475;2.651834;-0.015281;0.393276
407;10325.744629;2.658243;-0.016069;0.394691
408;10360.321045;2.666245;-0.015893;0.394166
409;10396.186829;2.672653;-0.017581;0.396241
410;10430.763245;2.680655;-0.016207;0.397268
411;10465.339661;2.687054;-0.014001;0.399034
412;10499.923706;2.693462;-0.015555;0.399684
413;10534.500122;2.698259;-0.015944;0.401088
414;10571.640015;2.704668;-0.016546;0.402225
415;10606.224060;2.711067;-0.016634;0.405027
416;10640.800476;2.719078;-0.015196;0.406358
417;10675.376892;2.723875;-0.016837;0.406707
418;10709.960938;2.731886;-0.016832;0.408857
419;10745.819092;2.738285;-0.019021;0.409663
420;10781.677246;2.743092;-0.016405;0.410180
421;10817.535400;2.752695;-0.016302;0.412242
422;10853.401184;2.759094;-0.015235;0.413436
423;10887.977600;2.763901;-0.016834;0.414735
424;10923.835754;2.771902;-0.015733;0.415489
425;10958.419800;2.778311;-0.016765;0.417074
426;10994.277954;2.784710;-0.016383;0.418775
427;11028.854370;2.791119;-0.017266;0.420322
428;11064.720154;2.799120;-0.013497;0.421299
429;11099.296570;2.805519;-0.015210;0.422937
430;11135.154724;2.811928;-0.010848;0.423819
431;11172.294617;2.818327;-0.016648;0.425260
432;11205.596924;2.824736;-0.018315;0.426673
433;11244.018555;2.831135;-0.016343;0.428531
434;11277.313232;2.839146;-0.016553;0.430574
435;11313.179016;2.845545;-0.018276;0.431275
436;11349.037170;2.851954;-0.016673;0.431976
437;11384.895325;2.859955;-0.017496;0.433028
438;11422.035217;2.866354;-0.015416;0.434707
439;11456.619263;2.871161;-0.017248;0.435252
440;11492.477417;2.879162;-0.016482;0.436369
441;11528.335571;2.885571;-0.022085;0.436898
442;11562.919617;2.893572;-0.018876;0.439647
443;11600.059509;2.899981;-0.016638;0.442059
444;11635.917664;2.906380;-0.018028;0.442682
445;11670.494080;2.912779;-0.017998;0.443336
446;11707.633972;2.919188;-0.019029;0.444745
447;11742.218018;2.925587;-0.017332;0.445873
448;11778.076172;2.931995;-0.020161;0.447742
449;11812.652588;2.941599;-0.018954;0.448478
450;11851.074219;2.946405;-0.017306;0.451001
451;11886.940002;2.952805;-0.019141;0.450739
452;11924.079895;2.957611;-0.017485;0.452269
453;11958.656311;2.965612;-0.020223;0.453687
454;11994.514465;2.972021;-0.016971;0.454407
455;12030.380249;2.980022;-0.019660;0.456153
456;12067.520142;2.984819;-0.017666;0.458897
457;12102.096558;2.991228;-0.018207;0.459624
458;12140.518188;2.997627;-0.016510;0.461828
459;12175.102234;3.005638;-0.019211;0.460328
460;12210.960388;3.012037;-0.019110;0.459780
461;12246.818542;3.018446;-0.018725;0.463281
462;12282.676697;3.024845;-0.021581;0.463998
463;12318.542480;3.031254;-0.019935;0.467507
464;12356.964111;3.040857;-0.016767;0.468904
465;12391.540527;3.045654;-0.025091;0.469693
466;12429.962158;3.050461;-0.015630;0.472143
467;12464.538574;3.058462;-0.016943;0.470723
468;12501.678467;3.064871;-0.020350;0.474292
469;12538.825989;3.071270;-0.018687;0.475669
470;12574.684143;3.079281;-0.018492;0.476716
471;12613.105774;3.085680;-0.018485;0.476775
472;12648.963928;3.092089;-0.022803;0.479156
473;12686.103821;3.100090;-0.016923;0.480469
474;12721.961975;3.106489;-0.020018;0.482126
475;12757.827759;3.112898;-0.018132;0.483390
476;12793.685913;3.119297;-0.018261;0.484534
477;12829.544067;3.127308;-0.019423;0.484416
478;12869.247437;3.133707;-0.017803;0.488747
479;12903.823853;3.140106;-0.020692;0.487095
480;12942.245483;3.146515;-0.021030;0.488269
481;12978.111267;3.151321;-0.019265;0.490471
482;13016.532898;3.160925;-0.021187;0.491156
483;13052.391052;3.165722;-0.020670;0.491225
484;13090.812683;3.172131;-0.021308;0.494984
485;13126.670837;3.180132;-0.021242;0.497476
486;13163.810730;3.186541;-0.019434;0.498706
487;13199.676514;3.191338;-0.020447;0.499050
488;13239.372253;3.197746;-0.016801;0.500383
489;13275.238037;3.205748;-0.018835;0.502410
490;13312.377930;3.212147;-0.019174;0.503465
491;13348.236084;3.218555;-0.022110;0.505291
492;13386.657715;3.223362;-0.021139;0.506876
493;13423.797607;3.232965;-0.019919;0.507407
494;13460.937500;3.240967;-0.021085;0.507907
495;13496.795654;3.245773;-0.019862;0.509360
496;13535.217285;3.252172;-0.021308;0.511882
497;13571.083069;3.258581;-0.022316;0.513041
498;13608.222961;3.264980;-0.020818;0.513379
499;13646.644592;3.272982;-0.020089;0.515272
500;13682.502747;3.279390;-0.030334;0.516720
501;13718.360901;3.285789;-0.018092;0.517137
502;13756.782532;3.290596;-0.018921;0.519794
503;13793.922424;3.298597;-0.019566;0.522246
504;13831.069946;3.306608;-0.021641;0.520971
505;13868.209839;3.313007;-0.017796;0.525025
506;13906.631470;3.319416;-0.020995;0.524502
507;13942.489624;3.327417;-0.016031;0.525231
508;13979.629517;3.332214;-0.024137;0.526635
509;14018.051147;3.340225;-0.019388;0.527583
510;14055.191040;3.346624;-0.021829;0.530953
511;14091.049194;3.351431;-0.020615;0.532396
512;14128.189087;3.359432;-0.024844;0.531776
513;14167.892456;3.365841;-0.022074;0.533960
514;14205.032349;3.373842;-0.021381;0.534684
515;14242.179871;3.378649;-0.019204;0.538565
516;14279.319763;3.386650;-0.023581;0.538643
517;14316.459656;3.396254;-0.021221;0.539858
518;14353.599548;3.401060;-0.021108;0.540646
519;14392.021179;3.407459;-0.024067;0.540933
520;14429.161072;3.413868;-0.024569;0.540928
521;14467.582703;3.418665;-0.023931;0.543766
522;14507.286072;3.426676;-0.022967;0.544929
523;14543.144226;3.434677;-0.022171;0.546612
524;14580.284119;3.439474;-0.022297;0.548373
525;14618.705750;3.444281;-0.021114;0.549296
526;14658.409119;3.450689;-0.021733;0.551649
527;14695.549011;3.458691;-0.021890;0.552902
528;14732.688904;3.463488;-0.018932;0.554857
529;14771.110535;3.469896;-0.020235;0.555613
530;14809.532166;3.477898;-0.022267;0.557727
531;14846.672058;3.484306;-0.024596;0.558453
532;14883.819580;3.490705;-0.022468;0.560617
533;14922.233582;3.498716;-0.026465;0.560666
534;14961.936951;3.505116;-0.024023;0.562617
535;14999.076843;3.513117;-0.024151;0.564030
536;15037.498474;3.519526;-0.023260;0.564700
537;15074.645996;3.525925;-0.022271;0.565967
538;15114.341736;3.533936;-0.023223;0.568380
539;15150.207520;3.538733;-0.024503;0.568993
540;15189.910889;3.546734;-0.023070;0.570945
541;15227.050781;3.551540;-0.023663;0.572091
542;15266.746521;3.561144;-0.024850;0.573332
543;15303.894043;3.564348;-0.023693;0.574582
544;15342.315674;3.572350;-0.022825;0.575822
545;15379.455566;3.578758;-0.021443;0.576632
546;15420.433044;3.583555;-0.022568;0.577626
547;15456.298828;3.593168;-0.025384;0.579731
548;15496.002197;3.599567;-0.024971;0.582069
549;15533.142090;3.605976;-0.025024;0.582125
550;15571.563721;3.612375;-0.025269;0.582470
551;15607.421875;3.620377;-0.024435;0.584970
552;15647.125244;3.625183;-0.025059;0.585262
553;15684.265137;3.633184;-0.025894;0.587860
554;15723.968506;3.639593;-0.023112;0.589680
555;15763.671875;3.645992;-0.025116;0.590346
556;15800.811768;3.652401;-0.025889;0.592091
557;15840.515137;3.658800;-0.024593;0.593512
558;15877.655029;3.668404;-0.025281;0.594833
559;15916.076660;3.671608;-0.024608;0.595282
560;15954.498291;3.678017;-0.025675;0.597389
561;15994.194031;3.684416;-0.025973;0.599396
562;16032.615662;3.692417;-0.025752;0.600341
563;16069.763184;3.698826;-0.024830;0.602070
564;16106.903076;3.706827;-0.025037;0.602954
565;16145.324707;3.711634;-0.026343;0.604122
566;16185.028076;3.719635;-0.024948;0.605339
567;16223.442078;3.721237;-0.025440;0.607025
568;16264.427185;3.729239;-0.025560;0.608541
569;16299.011230;3.737249;-0.025640;0.609744
570;16338.706970;3.742046;-0.024755;0.611700
571;16378.410339;3.751650;-0.028163;0.612710
572;16415.550232;3.758059;-0.025423;0.614650
573;16455.253601;3.764458;-0.025630;0.615566
574;16492.393494;3.770866;-0.025827;0.617307
575;16532.096863;3.777266;-0.026338;0.618190
576;16571.800232;3.783674;-0.026073;0.619295
577;16610.221863;3.791676;-0.025535;0.620956
578;16648.643494;3.798075;-0.025676;0.621703
579;16687.065125;3.804483;-0.026138;0.623463
580;16725.486755;3.809290;-0.026423;0.624921
581;16765.190125;3.818893;-0.027028;0.626562
582;16803.611755;3.823690;-0.025998;0.627782
583;16842.033386;3.830099;-0.026248;0.628665
584;16881.736755;3.838100;-0.026257;0.630297
