'Index';'Force [N]';'Crosshead [mm]';'epsXX [%]';'epsYY [%]'
588;19062.797546;3.866920;-0.020391;0.706181
589;19102.500916;3.873320;-0.023621;0.708576
590;19143.478394;3.881330;-0.023204;0.710157
591;19183.181763;3.887730;-0.027025;0.708063
592;19222.885132;3.894129;-0.036363;0.708912
593;19262.588501;3.900537;-0.024025;0.715110
594;19304.847717;3.906937;-0.027560;0.715570
595;19343.269348;3.914948;-0.025440;0.717140
596;19382.972717;3.919744;-0.029029;0.717444
597;19422.676086;3.927755;-0.029373;0.719489
598;19463.661194;3.935757;-0.029581;0.720154
599;19503.364563;3.940563;-0.025982;0.721146
600;19541.786194;3.946962;-0.026799;0.720546
601;19584.045410;3.953362;-0.028272;0.724185
602;19623.748779;3.959770;-0.024385;0.725042
603;19662.170410;3.966169;-0.027859;0.727702
604;19703.155518;3.974180;-0.025094;0.725603
605;19745.414734;3.980579;-0.026448;0.729630
606;19783.836365;3.985386;-0.023172;0.731496
607;19824.821472;3.991785;-0.022180;0.732872
608;19865.806580;3.999796;-0.032130;0.732671
609;19906.791687;4.006195;-0.020744;0.736346
610;19943.931580;4.014196;-0.023159;0.738931
611;19983.634949;4.019003;-0.028268;0.738289
612;20024.612427;4.027004;-0.026038;0.740836
613;20065.597534;4.035015;-0.028071;0.740311
614;20106.582642;4.041414;-0.027908;0.743225
615;20147.560120;4.046221;-0.029831;0.743663
616;20187.263489;4.052620;-0.027431;0.747079
617;20228.248596;4.059029;-0.024210;0.750046
618;20266.670227;4.067030;-0.025577;0.748785
619;20306.373596;4.073429;-0.028978;0.753435
620;20349.914551;4.079838;-0.027696;0.753525
621;20389.617920;4.087839;-0.026891;0.752858
622;20430.603027;4.094248;-0.031105;0.753573
623;20469.024658;4.100647;-0.025552;0.755452
624;20508.728027;4.107056;-0.027833;0.755732
625;20549.705505;4.115057;-0.027334;0.758538
626;20590.690613;4.119864;-0.028452;0.758298
627;20631.675720;4.126263;-0.030272;0.761007
628;20671.379089;4.134264;-0.031304;0.761356
629;20712.356567;4.140673;-0.022915;0.764065
630;20753.341675;4.148674;-0.025867;0.764700
631;20794.326782;4.155083;-0.028104;0.767235
632;20834.030151;4.163084;-0.028836;0.768049
633;20873.725891;4.167891;-0.029057;0.769334
634;20914.710999;4.174290;-0.025853;0.772212
635;20955.696106;4.180689;-0.030633;0.773722
636;20995.399475;4.188700;-0.026809;0.773983
637;21036.376953;4.195099;-0.027423;0.776611
638;21077.362061;4.199905;-0.031276;0.777391
639;21119.628906;4.206305;-0.027327;0.778435
640;21158.050537;4.212713;-0.027918;0.780551
641;21199.028015;4.220715;-0.028756;0.780892
642;21238.731384;4.225521;-0.029658;0.782724
643;21280.998230;4.233522;-0.029550;0.783361
644;21320.701599;4.241524;-0.028281;0.785166
645;21361.679077;4.246330;-0.026030;0.787295
646;21402.664185;4.252729;-0.026868;0.785180
647;21443.649292;4.260740;-0.030789;0.790224
648;21483.352661;4.265537;-0.029003;0.791659
649;21524.330139;4.275150;-0.028427;0.793451
650;21565.315247;4.279947;-0.026723;0.794920
651;21605.018616;4.287958;-0.029207;0.796192
652;21646.003723;4.292755;-0.035088;0.795935
653;21686.981201;4.300756;-0.030043;0.798458
654;21729.248047;4.307165;-0.028275;0.800281
655;21768.951416;4.313564;-0.042228;0.800005
656;21809.936523;4.319973;-0.029399;0.805265
657;21850.914001;4.326372;-0.026323;0.805465
658;21890.617371;4.334383;-0.029252;0.805020
659;21932.884216;4.340782;-0.032244;0.805077
660;21973.869324;4.347191;-0.028861;0.809739
661;22014.846802;4.355192;-0.030847;0.808511
662;22057.113647;4.361591;-0.031094;0.810301
663;22095.535278;4.368000;-0.029086;0.814832
664;22137.794495;4.374399;-0.030196;0.814782
665;22178.779602;4.380808;-0.030047;0.816340
666;22218.482971;4.387207;-0.029645;0.818627
667;22259.468079;4.395218;-0.028544;0.817802
668;22303.009033;4.401617;-0.029684;0.819983
669;22343.994141;4.409618;-0.033898;0.820071
670;22386.253357;4.416027;-0.031890;0.822254
671;22425.956726;4.422426;-0.029665;0.823619
672;22468.223572;4.427233;-0.034476;0.823411
673;22507.926941;4.433632;-0.025465;0.824487
674;22548.904419;4.440041;-0.036640;0.828368
675;22591.171265;4.448042;-0.031004;0.830007
676;22632.156372;4.454451;-0.031221;0.831698
677;22673.133850;4.459248;-0.029722;0.830854
678;22714.118958;4.467258;-0.030083;0.835454
679;22756.385803;4.470453;-0.035550;0.837223
680;22797.363281;4.480057;-0.028889;0.835577
681;22837.066650;4.488068;-0.027255;0.840451
682;22878.051758;4.494467;-0.031512;0.840008
683;22920.318604;4.500875;-0.027566;0.841452
684;22962.577820;4.507275;-0.030150;0.842119
685;23003.562927;4.513683;-0.030736;0.844375
686;23045.822144;4.521685;-0.030309;0.844763
687;23085.525513;4.526491;-0.031868;0.847358
688;23127.792358;4.534492;-0.032908;0.850267
689;23166.213989;4.540892;-0.032131;0.850458
690;23209.754944;4.545698;-0.027675;0.852270
691;23250.740051;4.552097;-0.029017;0.851921
692;23293.006897;4.561710;-0.028887;0.856154
693;23333.984375;4.568110;-0.030334;0.857540
694;23373.687744;4.572916;-0.033052;0.858636
695;23415.954590;4.580917;-0.032236;0.859561
696;23456.939697;4.585724;-0.031139;0.861620
697;23500.480652;4.595327;-0.031902;0.861597
698;23542.747498;4.601727;-0.032551;0.864958
699;23582.443237;4.606533;-0.032973;0.864989
700;23623.428345;4.617739;-0.031405;0.865735
701;23665.695190;4.620943;-0.027127;0.868664
702;23706.672668;4.627342;-0.028989;0.869973
703;23747.657776;4.635344;-0.027254;0.870814
704;23788.642883;4.641752;-0.031615;0.871196
705;23829.627991;4.648151;-0.034338;0.873494
706;23871.887207;4.654560;-0.032444;0.874277
707;23914.154053;4.664164;-0.031389;0.876112
708;23953.857422;4.667368;-0.033080;0.877639
709;23994.834900;4.672165;-0.031400;0.879179
710;24037.101746;4.680176;-0.031591;0.879937
711;24079.360962;4.686575;-0.030567;0.882626
712;24119.064331;4.694586;-0.029471;0.883826
713;24161.331177;4.699383;-0.036300;0.885338
714;24204.872131;4.705791;-0.035862;0.886501
715;24244.575500;4.712191;-0.040434;0.887462
716;24285.560608;4.720192;-0.044538;0.886572
717;24329.101562;4.726601;-0.039154;0.890377
718;24370.086670;4.733000;-0.035236;0.892216
719;24413.635254;4.741011;-0.032557;0.892997
720;24453.330994;4.747410;-0.033744;0.894681
721;24493.034363;4.753819;-0.033099;0.897340
722;24535.301208;4.760218;-0.033913;0.898756
723;24578.842163;4.766626;-0.035005;0.899317
724;24618.545532;4.773026;-0.032225;0.901355
725;24662.094116;4.781027;-0.032126;0.902319
726;24701.789856;4.787436;-0.033042;0.904191
727;24744.056702;4.793835;-0.031992;0.905883
728;24785.041809;4.800243;-0.033385;0.907300
729;24827.301025;4.806643;-0.033393;0.908545
730;24869.567871;4.816246;-0.033772;0.911621
731;24911.827087;4.822655;-0.033275;0.912770
732;24954.093933;4.827452;-0.034954;0.913902
733;24996.360779;4.833860;-0.031443;0.914431
734;25037.338257;4.840260;-0.033263;0.917031
735;25079.605103;4.848270;-0.032579;0.918561
736;25120.590210;4.854670;-0.032798;0.919923
737;25161.567688;4.862671;-0.031594;0.921014
738;25205.116272;4.869080;-0.029869;0.922700
739;25247.375488;4.875479;-0.032663;0.923737
740;25287.078857;4.878683;-0.032416;0.925020
741;25330.627441;4.889889;-0.033075;0.927029
742;25372.886658;4.896297;-0.032906;0.928180
743;25413.871765;4.899492;-0.033307;0.929448
744;25454.856873;4.905901;-0.034104;0.930473
745;25497.116089;4.912300;-0.034663;0.931623
746;25538.101196;4.921913;-0.034160;0.933002
747;25581.642151;4.926710;-0.032064;0.935533
748;25622.627258;4.934711;-0.033113;0.936526
749;25664.894104;4.939518;-0.036004;0.937169
750;25707.153320;4.947519;-0.036525;0.939211
751;25749.420166;4.953928;-0.032185;0.939848
752;25791.679382;4.961929;-0.037440;0.940669
753;25833.946228;4.968338;-0.036668;0.942127
754;25876.213074;4.974737;-0.037816;0.945136
755;25915.916443;4.981146;-0.034383;0.948005
756;25958.175659;4.989147;-0.032988;0.948524
757;26000.442505;4.993944;-0.036962;0.949644
758;26042.701721;5.001955;-0.035015;0.952047
759;26084.968567;5.005159;-0.036317;0.952704
760;26127.227783;5.014763;-0.033943;0.954047
761;26166.931152;5.021162;-0.031942;0.954463
762;26210.479736;5.027571;-0.033267;0.958213
763;26252.738953;5.033970;-0.030261;0.959359
764;26295.005798;5.041971;-0.038920;0.961438
765;26337.265015;5.049982;-0.036231;0.961912
766;26378.250122;5.054779;-0.035036;0.963138
767;26419.235229;5.061188;-0.032944;0.965124
768;26462.776184;5.069189;-0.033331;0.966766
769;26503.761292;5.075598;-0.034006;0.968147
770;26546.028137;5.081997;-0.035286;0.969152
771;26587.005615;5.088406;-0.034981;0.970165
772;26630.554199;5.096407;-0.033830;0.972800
773;26672.813416;5.101213;-0.037586;0.972749
774;26713.798523;5.109215;-0.037393;0.974417
775;26758.621216;5.117216;-0.040314;0.975623
776;26798.324585;5.122023;-0.036775;0.978093
777;26839.309692;5.130024;-0.036264;0.977656
778;26881.576538;5.134830;-0.038266;0.978913
779;26925.117493;5.141230;-0.034304;0.981931
780;26966.102600;5.147638;-0.036378;0.983146
781;27008.361816;5.152435;-0.035994;0.985394
782;27051.910400;5.160446;-0.037261;0.986097
783;27094.169617;5.166845;-0.039654;0.988114
784;27136.436462;5.176449;-0.036454;0.986907
785;27177.421570;5.181255;-0.031193;0.990633
786;27219.680786;5.187654;-0.033997;0.992815
787;27263.229370;5.194063;-0.033152;0.995085
788;27305.488586;5.200462;-0.037830;0.995210
789;27349.037170;5.206871;-0.037248;0.996185
790;27390.014648;5.214872;-0.034918;0.998003
791;27432.281494;5.219679;-0.036452;0.998613
792;27477.104187;5.227680;-0.038836;1.001041
793;27516.807556;5.232487;-0.041610;1.001442
794;27561.637878;5.242090;-0.036241;1.004191
795;27602.615356;5.248489;-0.032595;1.006631
796;27644.882202;5.254898;-0.034484;1.007312
797;27685.867310;5.261297;-0.035872;1.008894
798;27730.690002;5.267706;-0.035654;1.010669
799;27772.949219;5.272503;-0.036411;1.012489
800;27813.934326;5.280514;-0.032759;1.013841
801;27858.757019;5.288515;-0.038522;1.015093
802;27898.460388;5.294914;-0.038194;1.015789
803;27942.008972;5.302925;-0.037058;1.018258
804;27984.268188;5.307722;-0.037214;1.019481
805;28026.535034;5.315733;-0.039303;1.020346
806;28068.801880;5.322132;-0.036400;1.021342
807;28111.061096;5.328541;-0.037062;1.023840
808;28153.327942;5.333338;-0.035854;1.025612
809;28194.305420;5.341339;-0.033388;1.026172
810;28236.572266;5.347748;-0.038174;1.026763
811;28278.839111;5.355749;-0.038389;1.028786
812;28322.380066;5.362158;-0.037829;1.029649
813;28363.365173;5.368557;-0.038548;1.032626
814;28406.906128;5.376568;-0.038072;1.032667
815;28450.454712;5.381365;-0.036920;1.035544
816;28490.150452;5.387774;-0.038249;1.036378
817;28531.135559;5.394173;-0.037167;1.038872
818;28573.402405;5.400572;-0.037832;1.039510
819;28618.225098;5.406981;-0.036579;1.040740
820;28660.491943;5.414982;-0.038730;1.041923
821;28702.751160;5.419788;-0.038426;1.043657
822;28745.018005;5.427790;-0.037828;1.044833
823;28786.003113;5.435801;-0.039060;1.046079
824;28829.544067;5.440598;-0.038230;1.047849
825;28870.529175;5.447006;-0.039400;1.049383
826;28915.351868;5.455008;-0.038323;1.051047
827;28956.336975;5.459814;-0.038304;1.052298
828;28998.596191;5.467815;-0.038807;1.054068
829;29040.863037;5.475817;-0.040393;1.054970
830;29084.403992;5.480623;-0.038767;1.056431
831;29125.389099;5.485420;-0.039319;1.058907
832;29167.655945;5.493431;-0.039362;1.060276
833;29211.196899;5.499830;-0.039021;1.062093
834;29252.182007;5.507841;-0.038470;1.064161
835;29294.441223;5.514240;-0.037693;1.065038
836;29337.989807;5.519047;-0.040293;1.066985
837;29378.974915;5.527048;-0.039410;1.068294
838;29422.515869;5.533447;-0.038007;1.069669
839;29464.782715;5.539856;-0.038354;1.070951
840;29507.041931;5.547857;-0.039613;1.072442
841;29548.027039;5.554266;-0.038050;1.074376
842;29590.286255;5.560665;-0.038618;1.075526
843;29632.553101;5.568666;-0.038845;1.076707
844;29676.101685;5.571871;-0.039607;1.077434
845;29718.360901;5.581474;-0.038447;1.079175
846;29759.346008;5.587883;-0.039598;1.082379
847;29802.886963;5.594282;-0.038407;1.082876
848;29843.872070;5.600691;-0.039997;1.083888
849;29888.694763;5.607090;-0.040014;1.085433
850;29929.679871;5.611897;-0.039220;1.086696
851;20580.444336;5.618296;0.005558;0.019431
852;-32.699585;5.621500;0.006676;0.017262
853;-30.136108;5.626307;0.004805;0.014649
854;-27.572632;5.624704;0.006159;0.015635
855;7.003784;5.624704;0.000137;0.014192
856;7.003784;5.626307;0.010202;0.015868
